cod_municipio_ibge,cod_produto,ano,qtd_produzida_ton,area_colhida_ha,valor_producao_reais,produtividade_ton_ha
3526902,41160,2019,1356.0,187.0,2466979.0,7.251336898395722
3526902,41160,2020,1556.0,185.0,1649347.0,8.41081081081081
3526902,41160,2021,1603.0,203.0,2347502.0,7.896551724137931
3526902,41160,2022,1860.0,212.0,2948931.0,8.773584905660377
3526902,41160,2023,1517.0,184.0,1671504.0,8.244565217391305
3529302,41151,2015,66164.0,3560.0,62624733.0,18.585393258426965
3529302,41151,2016,67355.0,3936.0,52011706.0,17.11255081300813
3529302,41151,2017,59718.0,3982.0,56866513.0,14.996986438975389
3529302,41151,2019,71473.0,3848.0,84258251.0,18.574064449064448
3529302,41151,2020,58284.0,3866.0,33525168.0,15.07604759441283
3529302,41151,2022,60290.0,3584.0,33800734.0,16.821986607142858
3529302,41151,2023,56922.0,3947.0,65764847.0,14.421586014694705
3529302,41155,2015,8205.0,1016.0,12691930.0,8.075787401574804
3529302,41155,2016,7319.0,1025.0,5657764.0,7.140487804878049
3529302,41155,2017,7262.0,1113.0,9150611.0,6.52470799640611
3529302,41155,2019,8801.0,993.0,8173665.0,8.863041289023162
3529302,41155,2020,7678.0,1094.0,12417159.0,7.0182815356489945
3529302,41155,2021,7036.0,1116.0,6361793.0,6.304659498207886
3529302,41155,2022,8568.0,1107.0,5867110.0,7.739837398373984
3529302,41176,2015,5259.0,331.0,4870876.0,15.88821752265861
3529302,41176,2016,5926.0,314.0,10180390.0,18.872611464968152
3529302,41176,2018,5029.0,303.0,7197164.0,16.597359735973598
3529302,41176,2020,5021.0,336.0,5276852.0,14.943452380952381
3529302,41176,2021,4917.0,318.0,4980217.0,15.462264150943396
3529302,41176,2022,5743.0,315.0,10404531.0,18.23174603174603
3529302,41176,2023,5497.0,300.0,5703318.0,18.323333333333334
3529302,41160,2015,271.0,101.0,303982.0,2.6831683168316833
3529302,41160,2016,270.0,104.0,517747.0,2.5961538461538463
3529302,41160,2017,242.0,97.0,197622.0,2.4948453608247423
3529302,41160,2018,258.0,91.0,309795.0,2.8351648351648353
3529302,41160,2020,245.0,100.0,170867.0,2.45
3529302,41160,2021,273.0,90.0,282907.0,3.033333333333333
3529302,41160,2022,301.0,88.0,214978.0,3.4204545454545454
3529302,41160,2023,279.0,93.0,210713.0,3.0
3507407,41151,2015,101071.0,3311.0,57508103.0,30.525823014195108
3507407,41151,2016,129996.0,3224.0,91538757.0,40.321339950372206
3507407,41151,2017,134485.0,3132.0,55810364.0,42.93901660280971
3507407,41151,2018,117112.0,3182.0,48798842.0,36.80452545568825
3507407,41151,2019,104218.0,3685.0,61973565.0,28.28168249660787
3507407,41151,2020,113801.0,3219.0,91995206.0,35.352904628766694
3507407,41151,2021,132810.0,3665.0,78227092.0,36.23738062755798
3507407,41151,2022,107701.0,3636.0,85653918.0,29.62073707370737
3507407,41151,2023,125625.0,3533.0,137106810.0,35.557599773563545
3507407,41155,2015,12159.0,2926.0,12579348.0,4.155502392344498
3507407,41155,2016,15892.0,3129.0,23218398.0,5.078938958133589
3507407,41155,2017,13977.0,3103.0,21141224.0,4.504350628424105
3507407,41155,2018,12378.0,3155.0,13378301.0,3.923296354992076
3507407,41155,2019,13930.0,2935.0,11453868.0,4.746166950596252
3507407,41155,2020,15546.0,3008.0,10762131.0,5.168218085106383
3507407,41155,2021,16087.0,3140.0,17160113.0,5.123248407643312
3507407,41155,2022,13710.0,2977.0,26230014.0,4.605307356399059
3507407,41155,2023,15729.0,3061.0,24530637.0,5.138516824567135
3507407,41176,2015,1902.0,335.0,1652471.0,5.677611940298507
3507407,41176,2016,2031.0,334.0,2715740.0,6.080838323353293
3507407,41176,2017,1797.0,331.0,2649922.0,5.429003021148036
3507407,41176,2018,2311.0,326.0,3820886.0,7.088957055214724
3507407,41176,2019,2269.0,299.0,3516109.0,7.588628762541806
3507407,41176,2020,1952.0,297.0,1716933.0,6.572390572390573
3507407,41176,2021,2288.0,332.0,3025360.0,6.891566265060241
3507407,41176,2022,2221.0,292.0,4163724.0,7.6061643835616435
3507407,41176,2023,1923.0,311.0,1373498.0,6.183279742765273
3507407,41160,2015,344.0,130.0,433934.0,2.646153846153846
3507407,41160,2016,341.0,113.0,275980.0,3.017699115044248
3507407,41160,2017,355.0,113.0,530559.0,3.1415929203539825
3507407,41160,2019,427.0,120.0,471768.0,3.558333333333333
3507407,41160,2020,454.0,109.0,518301.0,4.165137614678899
3507407,41160,2021,370.0,123.0,275697.0,3.008130081300813
3507407,41160,2022,423.0,127.0,659269.0,3.3307086614173227
3507407,41160,2023,463.0,108.0,408471.0,4.287037037037037
3522703,41151,2015,103793.0,7226.0,57385358.0,14.363825076114033
3522703,41151,2016,108001.0,7413.0,107422780.0,14.569135302846352
3522703,41151,2017,128410.0,6904.0,133664340.0,18.59936268829664
3522703,41151,2018,106284.0,6300.0,98709710.0,16.87047619047619
3522703,41151,2019,96053.0,7387.0,65512703.0,13.00297820495465
3522703,41151,2020,117888.0,6689.0,122706881.0,17.62415906712513
3522703,41151,2021,95776.0,6282.0,97960870.0,15.246099968163005
3522703,41151,2022,129310.0,6701.0,130663562.0,19.297119832860766
3522703,41151,2023,98661.0,7202.0,78853340.0,13.699111357956124
3522703,41155,2015,27028.0,1835.0,23791388.0,14.729155313351498
3522703,41155,2016,27991.0,1825.0,55455895.0,15.337534246575343
3522703,41155,2017,22593.0,1738.0,35703875.0,12.999424626006904
3522703,41155,2018,23248.0,1667.0,25694971.0,13.946010797840431
3522703,41155,2019,21835.0,1635.0,35016943.0,13.35474006116208
3522703,41155,2020,23912.0,1526.0,29941804.0,15.669724770642201
3522703,41155,2021,27638.0,1545.0,36040209.0,17.888673139158577
3522703,41155,2022,29018.0,1577.0,55902491.0,18.400760938490805
3522703,41155,2023,23560.0,1710.0,34402302.0,13.777777777777779
3522703,41176,2017,6268.0,821.0,7740740.0,7.634591961023142
3522703,41176,2018,5038.0,897.0,5275002.0,5.616499442586399
3522703,41176,2019,4969.0,793.0,3833735.0,6.266078184110971
3522703,41176,2020,5547.0,914.0,10335365.0,6.068927789934355
3522703,41176,2021,6618.0,831.0,12115611.0,7.963898916967509
3522703,41176,2022,5853.0,761.0,5817290.0,7.69119579500657
3522703,41160,2015,1212.0,142.0,1382756.0,8.535211267605634
3522703,41160,2016,1115.0,136.0,1251562.0,8.198529411764707
3522703,41160,2017,1228.0,135.0,803700.0,9.096296296296297
3522703,41160,2018,1120.0,161.0,1171455.0,6.956521739130435
3522703,41160,2020,1189.0,160.0,2165096.0,7.43125
3522703,41160,2021,1301.0,140.0,874138.0,9.292857142857143
3522703,41160,2022,1401.0,141.0,1963639.0,9.936170212765957
3522703,41160,2023,1146.0,149.0,1668655.0,7.691275167785235
3533502,41151,2015,133878.0,5637.0,93910037.0,23.749866950505588
3533502,41151,2016,128991.0,5866.0,134527554.0,21.989601091033073
3533502,41151,2017,131756.0,6208.0,133987869.0,21.223582474226806
3533502,41151,2018,131494.0,5913.0,82871660.0,22.23811939793675
3533502,41151,2019,125447.0,5261.0,54400491.0,23.844706329595134
3533502,41151,2020,104504.0,6033.0,64469163.0,17.322061992375268
3533502,41151,2021,98390.0,6120.0,57119066.0,16.076797385620914
3533502,41151,2022,101638.0,6188.0,120169511.0,16.42501616031028
3533502,41155,2016,5883.0,1104.0,5987417.0,5.328804347826087
3533502,41155,2017,6365.0,1311.0,5014855.0,4.855072463768116
3533502,41155,2018,6619.0,1270.0,4101912.0,5.211811023622047
3533502,41155,2019,6600.0,1193.0,7911978.0,5.532271584241408
3533502,41155,2020,7210.0,1096.0,8197799.0,6.578467153284672
3533502,41155,2021,5825.0,1182.0,5422047.0,4.928087986463621
3533502,41155,2022,7111.0,1282.0,11138716.0,5.546801872074883
3533502,41155,2023,6270.0,1206.0,12442019.0,5.199004975124378
3533502,41176,2015,7999.0,334.0,11471687.0,23.949101796407184
3533502,41176,2016,6442.0,344.0,12008167.0,18.726744186046513
3533502,41176,2017,7804.0,337.0,10023138.0,23.15727002967359
3533502,41176,2019,6695.0,295.0,7988315.0,22.694915254237287
3533502,41176,2020,7305.0,309.0,6223669.0,23.640776699029125
3533502,41176,2021,8309.0,319.0,15653832.0,26.047021943573668
3533502,41176,2022,8235.0,298.0,16387530.0,27.63422818791946
3533502,41176,2023,8518.0,320.0,13686139.0,26.61875
3533502,41160,2015,418.0,110.0,610653.0,3.8
3533502,41160,2016,508.0,105.0,782743.0,4.838095238095238
3533502,41160,2017,534.0,112.0,425165.0,4.767857142857143
3533502,41160,2018,536.0,113.0,499372.0,4.743362831858407
3533502,41160,2019,502.0,108.0,817907.0,4.648148148148148
3533502,41160,2020,468.0,110.0,530532.0,4.254545454545455
3533502,41160,2021,499.0,101.0,456825.0,4.9405940594059405
3533502,41160,2022,479.0,105.0,642812.0,4.561904761904762
3533502,41160,2023,485.0,104.0,654696.0,4.663461538461538
3552601,41151,2015,55262.0,4620.0,51789359.0,11.961471861471862
3552601,41151,2016,45570.0,4259.0,45259220.0,10.699694764029115
3552601,41151,2017,48592.0,4304.0,31939133.0,11.28996282527881
3552601,41151,2018,56540.0,4510.0,58929001.0,12.536585365853659
3552601,41151,2020,45868.0,4604.0,27364115.0,9.962641181581233
3552601,41151,2021,53936.0,4758.0,41458618.0,11.335855401429171
3552601,41151,2022,56647.0,4986.0,66038478.0,11.361211391897312
3552601,41151,2023,42212.0,4211.0,38183342.0,10.024222274994063
3552601,41155,2016,26304.0,2577.0,31638516.0,10.20721769499418
3552601,41155,2017,27309.0,2356.0,29936604.0,11.59125636672326
3552601,41155,2019,25475.0,2418.0,32261721.0,10.535566583953681
3552601,41155,2020,24843.0,2715.0,48776141.0,9.150276243093924
3552601,41155,2021,26856.0,2365.0,50860509.0,11.355602536997885
3552601,41155,2022,29280.0,2238.0,26059825.0,13.083109919571045
3552601,41155,2023,26832.0,2512.0,48008334.0,10.681528662420382
3552601,41176,2015,5383.0,882.0,5836266.0,6.103174603174603
3552601,41176,2016,6432.0,919.0,6798156.0,6.998911860718172
3552601,41176,2017,5985.0,788.0,8500047.0,7.595177664974619
3552601,41176,2018,5767.0,820.0,9789173.0,7.032926829268293
3552601,41176,2019,6126.0,884.0,4552377.0,6.929864253393665
3552601,41176,2020,5405.0,850.0,,6.358823529411764
3552601,41176,2021,6694.0,851.0,13319870.0,7.866039952996474
3552601,41176,2022,5768.0,781.0,4811033.0,7.3854033290653005
3552601,41176,2023,6686.0,840.0,,7.95952380952381
3552601,41160,2015,873.0,214.0,1530324.0,4.079439252336448
3552601,41160,2016,885.0,203.0,1024418.0,4.359605911330049
3552601,41160,2017,840.0,208.0,1428179.0,4.038461538461538
3552601,41160,2018,968.0,197.0,1566319.0,4.913705583756345
3552601,41160,2019,991.0,230.0,1528289.0,4.308695652173913
3552601,41160,2020,855.0,215.0,1228726.0,3.9767441860465116
3552601,41160,2021,756.0,238.0,1196209.0,3.176470588235294
3552601,41160,2022,938.0,203.0,1367368.0,4.620689655172414
3552601,41160,2023,976.0,200.0,720336.0,4.88
3511102,41151,2015,89286.0,6426.0,85031508.0,13.894491129785248
3511102,41151,2016,78203.0,6615.0,76961181.0,11.82207105064248
3511102,41151,2018,85760.0,5719.0,89193839.0,14.99562860639972
3511102,41151,2019,88208.0,6156.0,91577954.0,14.328784925276153
3511102,41151,2021,99171.0,6249.0,68689248.0,15.86989918386942
3511102,41151,2022,84889.0,6065.0,60613734.0,13.996537510305028
3511102,41151,2023,99204.0,6723.0,86519249.0,14.755912539045068
3511102,41155,2015,9421.0,2641.0,13233946.0,3.567209390382431
3511102,41155,2016,8737.0,2419.0,8775169.0,3.611823067383216
3511102,41155,2017,9727.0,2433.0,11064674.0,3.9979449239621867
3511102,41155,2018,9598.0,2419.0,,3.9677552707730466
3511102,41155,2019,10668.0,2626.0,17938953.0,4.062452399086062
3511102,41155,2020,11336.0,2613.0,18812100.0,4.338308457711443
3511102,41155,2022,10767.0,2441.0,17578830.0,4.410897173289635
3511102,41155,2023,10681.0,2754.0,18452673.0,3.8783587509077706
3511102,41176,2015,3009.0,431.0,3972424.0,6.981438515081207
3511102,41176,2016,2519.0,378.0,3824483.0,6.664021164021164
3511102,41176,2017,3268.0,387.0,2611263.0,8.444444444444445
3511102,41176,2018,3222.0,417.0,3750379.0,7.726618705035971
3511102,41176,2019,3018.0,425.0,5390251.0,7.101176470588236
3511102,41176,2020,3223.0,387.0,6302189.0,8.328165374677003
3511102,41176,2021,2587.0,423.0,4407278.0,6.115839243498818
3511102,41176,2022,2478.0,430.0,2034876.0,5.7627906976744185
3511102,41176,2023,3305.0,380.0,6028956.0,8.697368421052632
3511102,41160,2015,1238.0,137.0,2001083.0,9.036496350364963
3511102,41160,2017,1540.0,133.0,1417609.0,11.578947368421053
3511102,41160,2018,1394.0,142.0,2543068.0,9.816901408450704
3511102,41160,2019,1291.0,130.0,1159676.0,9.930769230769231
3511102,41160,2020,1636.0,124.0,1263679.0,13.193548387096774
3511102,41160,2021,1517.0,127.0,2186601.0,11.94488188976378
3511102,41160,2022,1612.0,144.0,1430849.0,11.194444444444445
3511102,41160,2023,1587.0,127.0,1809560.0,12.496062992125983
3530300,41151,2015,78033.0,5995.0,66695141.0,13.016346955796497
3530300,41151,2017,86201.0,5817.0,40164687.0,14.818806945160736
3530300,41151,2018,80085.0,5936.0,66399445.0,13.491408355795148
3530300,41151,2020,95604.0,5861.0,47376983.0,16.311892168571916
3530300,41151,2021,96794.0,5838.0,51646409.0,16.57999314833847
3530300,41151,2022,75075.0,5935.0,46365154.0,12.649536647009267
3530300,41151,2023,87347.0,5435.0,69850348.0,16.07120515179393
3530300,41155,2015,26543.0,973.0,17562257.0,27.27954779033916
3530300,41155,2016,33195.0,1041.0,45610285.0,31.887608069164266
3530300,41155,2017,31199.0,927.0,22121398.0,33.655879180151025
3530300,41155,2018,33671.0,1060.0,23451750.0,31.765094339622642
3530300,41155,2019,24456.0,913.0,33977440.0,26.786418400876233
3530300,41155,2020,31694.0,912.0,,34.75219298245614
3530300,41155,2022,25365.0,977.0,23676569.0,25.962128966223133
3530300,41155,2023,33101.0,1049.0,43946969.0,31.55481410867493
3530300,41176,2015,1785.0,688.0,2489983.0,2.5944767441860463
3530300,41176,2016,1775.0,782.0,2892351.0,2.2698209718670075
3530300,41176,2017,1661.0,700.0,1378837.0,2.3728571428571428
3530300,41176,2018,1516.0,716.0,1164104.0,2.11731843575419
3530300,41176,2019,1793.0,726.0,1304762.0,2.4696969696969697
3530300,41176,2020,1874.0,681.0,2185363.0,2.751835535976505
3530300,41176,2021,1427.0,678.0,2515117.0,2.1047197640117994
3530300,41160,2015,1806.0,246.0,2162377.0,7.341463414634147
3530300,41160,2016,1875.0,257.0,2824105.0,7.2957198443579765
3530300,41160,2017,1761.0,259.0,3022011.0,6.7992277992278
3530300,41160,2018,1739.0,262.0,2211239.0,6.637404580152672
3530300,41160,2019,1530.0,256.0,980768.0,5.9765625
3530300,41160,2020,1858.0,238.0,1530016.0,7.80672268907563
3530300,41160,2021,1964.0,274.0,2761323.0,7.1678832116788325
3530300,41160,2022,1653.0,242.0,2699922.0,6.830578512396694
3530300,41160,2023,1598.0,274.0,2830658.0,5.8321167883211675
3170206,41151,2015,2977.0,611.0,2329178.0,4.872340425531915
3170206,41151,2016,3166.0,725.0,1417243.0,4.366896551724138
3170206,41151,2017,2755.0,618.0,2654801.0,4.457928802588997
3170206,41151,2018,3100.0,667.0,2825379.0,4.6476761619190405
3170206,41151,2019,2989.0,656.0,2787019.0,4.5564024390243905
3170206,41151,2020,2415.0,703.0,2072716.0,3.4352773826458036
3170206,41151,2022,2739.0,651.0,2489612.0,4.207373271889401
3170206,41155,2015,1166.0,284.0,1504507.0,4.105633802816901
3170206,41155,2016,1061.0,273.0,878209.0,3.8864468864468864
3170206,41155,2017,871.0,246.0,980433.0,3.540650406504065
3170206,41155,2018,1049.0,263.0,674916.0,3.988593155893536
3170206,41155,2019,915.0,247.0,1442108.0,3.7044534412955468
3170206,41155,2020,863.0,267.0,1532512.0,3.2322097378277155
3170206,41155,2021,1044.0,248.0,664015.0,4.209677419354839
3170206,41155,2022,978.0,263.0,1491896.0,3.7186311787072244
3170206,41155,2023,994.0,251.0,1243574.0,3.960159362549801
3170206,41176,2015,1158.0,790.0,2268507.0,1.4658227848101266
3170206,41176,2016,1234.0,841.0,1560706.0,1.4673008323424495
3170206,41176,2017,1220.0,846.0,2099169.0,1.442080378250591
3170206,41176,2018,1412.0,858.0,2445365.0,1.6456876456876457
3170206,41176,2019,1270.0,836.0,1220521.0,1.5191387559808613
3170206,41176,2020,1151.0,748.0,1428874.0,1.5387700534759359
3170206,41176,2021,1186.0,728.0,1687805.0,1.629120879120879
3170206,41176,2022,1135.0,789.0,1227408.0,1.438529784537389
3170206,41160,2015,1877.0,316.0,1179367.0,5.939873417721519
3170206,41160,2016,1435.0,314.0,1130980.0,4.570063694267516
3170206,41160,2017,1729.0,274.0,1549091.0,6.310218978102189
3170206,41160,2018,1659.0,273.0,1718014.0,6.076923076923077
3170206,41160,2019,1486.0,312.0,2632846.0,4.762820512820513
3170206,41160,2021,1850.0,298.0,2015878.0,6.208053691275167
3170206,41160,2022,1590.0,273.0,2227846.0,5.824175824175824
3170107,41151,2015,1191.0,698.0,767442.0,1.7063037249283668
3170107,41151,2016,1191.0,653.0,1121632.0,1.8238897396630933
3170107,41151,2017,1440.0,641.0,1321738.0,2.2464898595943836
3170107,41151,2018,1501.0,676.0,1634879.0,2.220414201183432
3170107,41151,2019,1408.0,710.0,1470436.0,1.9830985915492958
3170107,41151,2020,1361.0,723.0,,1.8824343015214384
3170107,41151,2021,1165.0,687.0,673242.0,1.695778748180495
3170107,41151,2022,1441.0,702.0,1586823.0,2.0527065527065527
3170107,41151,2023,1406.0,616.0,1326940.0,2.2824675324675323
3170107,41155,2015,1667.0,222.0,2082524.0,7.509009009009009
3170107,41155,2016,1723.0,205.0,1322820.0,8.404878048780487
3170107,41155,2017,2018.0,212.0,3999813.0,9.518867924528301
3170107,41155,2018,1502.0,211.0,2975907.0,7.118483412322274
3170107,41155,2019,1782.0,204.0,3028144.0,8.735294117647058
3170107,41155,2020,1726.0,197.0,2325432.0,8.761421319796954
3170107,41155,2021,1467.0,197.0,2386874.0,7.446700507614213
3170107,41155,2022,1630.0,199.0,1082329.0,8.190954773869347
3170107,41155,2023,1845.0,202.0,3680026.0,9.133663366336634
3170107,41176,2017,582.0,329.0,449905.0,1.7689969604863223
3170107,41176,2018,648.0,306.0,860824.0,2.1176470588235294
3170107,41176,2019,691.0,318.0,1173776.0,2.1729559748427674
3170107,41176,2020,635.0,326.0,523572.0,1.9478527607361964
3170107,41176,2021,560.0,305.0,422577.0,1.8360655737704918
3170107,41176,2022,714.0,359.0,1072479.0,1.988857938718663
3170107,41176,2023,733.0,357.0,1314377.0,2.053221288515406
3170107,41160,2015,1640.0,67.0,2469968.0,24.47761194029851
3170107,41160,2016,1871.0,70.0,1420771.0,26.728571428571428
3170107,41160,2017,1902.0,78.0,1585298.0,24.384615384615383
3170107,41160,2018,2212.0,72.0,3089104.0,30.72222222222222
3170107,41160,2019,2192.0,76.0,4051841.0,28.842105263157894
3170107,41160,2020,2050.0,65.0,3722113.0,31.53846153846154
3170107,41160,2021,2188.0,73.0,3421021.0,29.972602739726028
3170107,41160,2022,2041.0,67.0,,30.46268656716418
3170107,41160,2023,1932.0,72.0,1606584.0,26.833333333333332
3148004,41151,2015,18561.0,1613.0,8594939.0,11.507129572225667
3148004,41151,2017,22233.0,1558.0,24725068.0,14.270218228498074
3148004,41151,2018,21312.0,1621.0,14184800.0,13.147439851943245
3148004,41151,2019,16794.0,1565.0,6747116.0,10.730990415335464
3148004,41151,2020,16850.0,1637.0,13377850.0,10.293219303604154
3148004,41151,2021,16940.0,1623.0,9697668.0,10.437461491065926
3148004,41151,2022,20160.0,1569.0,10051279.0,12.848948374760994
3148004,41151,2023,16209.0,1588.0,13657396.0,10.207178841309824
3148004,41155,2015,1375.0,367.0,1024341.0,3.7465940054495914
3148004,41155,2016,1593.0,359.0,1509422.0,4.437325905292479
3148004,41155,2017,1590.0,372.0,2094367.0,4.274193548387097
3148004,41155,2018,1397.0,325.0,2235393.0,4.298461538461538
3148004,41155,2019,1377.0,348.0,2053972.0,3.956896551724138
3148004,41155,2020,1643.0,358.0,3041870.0,4.589385474860335
3148004,41155,2022,1319.0,365.0,1168108.0,3.6136986301369864
3148004,41155,2023,1569.0,326.0,2362862.0,4.8128834355828225
3148004,41176,2015,864.0,534.0,,1.6179775280898876
3148004,41176,2016,979.0,526.0,1724975.0,1.861216730038023
3148004,41176,2017,927.0,517.0,1807655.0,1.793036750483559
3148004,41176,2018,901.0,477.0,1081119.0,1.8888888888888888
3148004,41176,2019,958.0,456.0,780946.0,2.1008771929824563
3148004,41176,2020,894.0,497.0,984579.0,1.7987927565392354
3148004,41176,2021,898.0,481.0,1213961.0,1.866943866943867
3148004,41176,2022,815.0,514.0,1094299.0,1.5856031128404668
3148004,41176,2023,946.0,484.0,1765515.0,1.9545454545454546
3148004,41160,2015,1930.0,108.0,1922203.0,17.87037037037037
3148004,41160,2016,1707.0,116.0,1484266.0,14.71551724137931
